Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,21,72.34,46.88,73.23,86.68,68.86,0.28,66.96,20.4,High,8,7.1
Male,24,,90.55,89.46,75.9,50.65,0.89,98.12,11.8,Medium,9,6.1
Female,24,,69.89,99.18,,58.87,7.25,63.45,14.3,High,7,4.4
Female,20,94.16,47.64,83.46,85.24,81.52,7.63,72.11,5.8,Low,3,6.6
Male,18,78.05,46.92,56.7,62.19,94.28,5.42,54.78,22.2,Low,10,8.9
Female,20,80.46,49.55,81.97,76.51,81.64,5.9,99.61,24.1,Low,5,7.2
Male,19,,85.06,82.35,77.8,83.21,6.14,94.51,24.3,Low,3,5.7
Male,22,90.88,82.65,82,72.56,55.19,1.05,90.88,29.3,High,3,6.8
Female,18,80.08,52.23,91.26,58.96,83.24,6.68,57.87,25.9,Low,7,7.7
Male,18,87.66,90.82,45.24,61.17,72.72,4.78,98.47,10.2,High,6,4.8
Male,22,71.67,56.88,46.51,64.05,82.57,6.03,96.46,10.8,Medium,5,6.6
Male,18,77.37,87.58,78.44,,66.31,5.63,71.78,24.2,High,5,6.5
Male,22,53.1,69.33,97.23,95.85,79.07,7.63,84.08,24.4,Low,8,5.9
Male,18,54.49,83.89,67.95,84.3,71.2,3.19,99.62,8.1,Low,1,7.7
Male,24,91.47,62.88,97.63,84.48,77.93,3.74,70.49,5.2,Low,4,6.8
Male,23,52.98,60.83,96.29,78.62,57.35,3.92,55.65,15,Medium,5,7.5
Female,23,58.47,90.48,94.17,84.47,69.79,7.62,93.39,22.4,High,9,7
Female,20,89.79,42.12,94.59,99.09,68.71,4.31,73.82,26.7,Low,1,7.9
Male,24,50.06,98.48,93.9,69.26,86.82,1.77,99.35,9.1,Medium,9,7.2
Female,18,,78.89,89.19,85.63,85.32,9.83,77.54,25.4,Low,6,7.4
Male,21,,65.95,81.7,67.98,95.44,4.93,51.47,22.1,High,3,5.1
Male,22,79.77,77.68,41.46,,81.6,1.09,74.59,9.1,High,3,8.2
Male,24,,47.36,47.94,92.9,65.73,6.7,85.9,26.8,Low,4,4.8
Male,18,75.3,70.84,48.05,95.11,89.16,7.39,51.3,28.3,Medium,5,5.7
Female,23,75.47,99.11,41.41,50.27,74.85,5,70.67,11.6,Medium,9,8.4
Female,23,86.27,54.12,47,64.91,59.67,6.46,57.78,8.7,Medium,6,4.5
Female,22,74.93,83.34,95.18,56.7,87.37,1.73,82.15,29.2,Low,5,8.3
Female,21,80.42,66.1,79.83,72.7,56.63,3.68,97.87,5.6,High,6,6.4
Male,18,94.89,79.15,58.72,74.77,58.91,1.62,81.23,28.7,Low,6,4.9
Female,18,70.07,52.29,87.6,62.8,87.94,3.87,84.74,10.4,Medium,9,7.7
Male,21,69.26,68.23,69.3,86.17,88.51,5.63,69.83,16,Low,10,5.4
Male,21,50.18,98.81,48.53,63.49,89.54,4.43,78.16,12.7,Medium,7,7.4
Female,21,80.67,51.72,93.07,92.69,64.67,5.93,77.19,8.8,High,7,8
Male,23,51.49,78.19,60.32,58.88,93.33,5.02,87.98,13.8,Low,4,6.8
Female,22,75.21,74.54,81.93,,86.13,3.18,92.85,18.5,High,5,7.9
Female,24,90.21,73.9,57.44,81.11,91.7,1.43,83.14,7.3,Medium,7,8.7
Female,21,77.5,76.91,70,80.27,85.43,2.53,98.99,25.2,Low,8,6.8
Female,22,63.48,70.13,88.98,53.9,78.98,2.01,91.41,25,Low,6,4.8
Female,20,89.31,41.02,49.41,92.31,55.47,7.07,56.23,24.9,Medium,8,7.5
Male,18,63.49,94.01,98.64,79.9,85.55,8.2,75.37,22.2,Low,9,6.1
Female,18,86.65,89.62,44.21,93.49,84.52,7.2,95.16,16.4,High,1,6.7
Female,19,80.51,50.45,72.04,93.38,65.62,6.44,97.2,25.8,Low,4,7.1
Male,20,58.5,64.8,94.96,77.3,86.79,3.08,69.01,26.3,Medium,9,7.6
Female,24,95.26,86.23,96.74,95.54,77.52,7.11,86.29,12.1,Medium,5,7.2
Female,21,60.03,98.8,53.93,92.42,77.97,6.05,70.53,17,Low,4,5.2
Male,21,99.48,97.07,48.64,97.91,68.38,0.47,56.18,10.1,High,9,7.7
Male,24,50.37,93.96,83.46,92.52,55.84,9.08,94.23,11.4,Low,2,8
Female,23,63.17,49.5,42.52,91.06,60.85,0.8,96.6,11,High,2,4.2
Male,20,59.99,94.87,69.11,73.47,88.44,5.03,75.24,25.7,Low,8,5.5
Female,21,50.7,92.71,87.78,60.6,63.57,5.13,50.92,11.3,Low,8,8.9
Male,19,86.62,62.62,73.62,95.54,50.11,8.37,90.8,18.7,High,5,4.9
Female,22,84.67,63.67,51.28,86.13,99.85,9.13,73.85,20.7,Medium,6,4.9
Female,18,89.62,67.59,69.22,64.09,60.53,9.4,53.75,23.6,Medium,5,7
Female,20,62.83,79.37,95.28,67.05,82.77,5.7,59.47,5.7,Low,8,5.7
Male,18,,55.65,77.03,84.3,96.35,6.79,57.61,16.9,Low,6,7.3
Female,22,,41.38,83.29,73.89,79.99,0.89,84.31,12.3,Medium,6,5.3
Male,20,71.99,48.47,60.18,54.07,89.95,4.88,64.97,25.8,Medium,7,6.1
Female,22,84.87,66.41,51.31,57.07,98.82,8.98,56.38,5.9,Low,2,9
Female,21,81.7,56.92,55.34,,93.02,4.56,95.88,10.2,Low,9,5.9
Female,24,55.73,85.87,71.99,66.43,77.9,0.7,97.83,12.9,High,3,4.4
Female,21,89.05,46.4,56.81,75.38,68.19,2.01,56.93,6.9,High,9,7.7
Female,24,,95.05,72.52,88.33,74.12,4.3,61.51,14.9,Low,10,6.9
Male,21,82.79,93.72,82.47,87.56,92.09,2.38,79.61,23.6,Medium,5,6.2
Male,22,57.75,94.53,84.06,58.35,92.67,3.92,57.53,10.3,Low,1,8.5
Male,22,63.4,84.38,49.88,54.92,92.29,3.33,57.93,23.9,High,10,4.7
Female,22,69.66,46.42,85.03,79.56,79.86,3.19,66.83,18.2,Low,4,6.4
Female,18,64,66.29,80.36,87.08,73.85,0.91,97.46,13.6,Medium,6,5
Male,22,61.39,47.88,40.72,57.45,65.57,8.83,98.12,14.2,Medium,3,4.4
Female,21,90.27,99.26,43.53,68.6,50.17,6.93,92.09,7.9,Low,6,6.2
Female,19,81.91,59.98,78.77,93.51,88.22,6.23,84.79,11.2,Medium,1,8.7
Female,22,78.27,75.12,63.02,97.21,63.85,6.06,86.03,23.3,Low,10,7.6
Male,19,61.3,86.76,48.77,72.7,66.48,3.97,73.48,26.6,Low,10,5.2
Male,24,95.9,95.24,42.66,53.98,92.17,8.23,76.51,11.6,Medium,9,6.3
Male,21,59.56,85.33,49.56,62.88,52.61,9.3,81.72,19.7,High,9,8
Male,22,89.75,80.47,97.45,61.65,96.38,0.06,86.56,5.9,High,4,5
Male,18,98.33,67.96,83.65,61.95,50.07,0.79,54.84,6.9,High,2,5
Female,18,86.35,76.32,71.66,74.69,96.96,6.75,61.24,29.1,High,8,4.9
Female,24,99.64,45.65,96.49,79.16,72.74,2.36,98.15,27.4,Medium,7,7
Female,19,82.55,93.04,77.15,56.13,55.11,9.12,66.76,7,Low,1,4.1
Female,23,60.87,72.63,83.54,94.47,83.71,6.67,63.42,25.6,High,6,6.9
Male,18,60.19,42.41,56.96,81,94.79,3.68,71.1,7.6,Low,10,8.1
Male,18,66.23,95.19,75.34,79.86,71.9,4.15,64.55,25.7,High,5,7.9
Female,18,50.36,69.36,48.61,99.36,84.57,6.91,54.56,27.8,Medium,2,7.3
Male,21,84.08,92.12,64.27,81.41,98.97,1.41,60.4,8.8,Medium,5,5.1
Female,18,63.43,91.41,41.99,96.45,62.04,8.83,82.01,8.7,Low,6,8.1
Female,20,90.76,88.95,53,64.31,91.02,0.05,61.16,28.2,Low,10,8.8
Female,22,67.96,43.68,44.49,62.01,64.76,9.79,82.38,12.5,Medium,6,4.9
Female,24,74,54.82,63.27,75.83,71.32,1.68,55,16.8,Low,2,8.6
Male,18,98.28,92.53,90.58,75.43,64.09,7.42,52.09,12.6,Low,1,8.3
Female,23,62.11,93.94,62.68,61.32,72.3,0.4,93.08,23.7,Low,4,8.9
Male,23,86.06,67.48,89.9,84.98,50.25,4.31,88,10.3,Medium,4,5.6
Female,18,87.76,66.4,79.39,51.48,65.17,6.3,83.3,17.4,Medium,9,8.7
Female,18,61.05,50.51,70.57,84.53,72.26,0.7,51.54,26.3,Medium,1,4.9
Female,20,75.05,98.1,54.21,72.86,81.61,4.43,61.97,28.6,Low,10,4.9
Female,18,67.51,52.79,95.33,,81.87,3.03,90.62,13.8,Medium,1,4.5
Male,18,88.6,51.46,43.25,73.85,79.19,4.98,57.23,7.8,Low,8,6.1
Female,22,81.12,79.64,81.33,,64.65,5.05,90.64,25.2,Low,5,4.1
Male,23,73.8,54.57,77.27,66.73,97.37,7.85,79.21,7.8,Medium,9,5.9
Female,20,88.97,96.33,66.46,99.13,69.6,1.24,87.02,24.5,Medium,6,7.1
Female,23,61.76,40.65,54.42,53.25,60.84,0.83,82.23,22.2,Medium,10,4.4
Female,20,87.68,40.35,65.84,84.19,77.73,4.02,70.85,19.4,Medium,3,8.1
Male,23,93.27,70.29,92.37,72.71,87.45,8.88,64.6,28.5,Medium,1,5.5
Female,18,93.93,69.28,90.21,91.11,50.61,8.55,83.64,13.1,Low,10,4.2
Female,23,89.18,49.8,96.48,89.48,63.82,5.6,90.35,7.3,Low,6,5.9
Female,23,70.4,69.67,58.47,90.01,91.25,8.89,52.24,29.5,Low,3,4.7
Female,20,99.09,64.7,63.23,54.74,75.35,8.05,69,16,High,4,8
Female,24,,93.42,41.12,,70.42,2.78,67.54,15.8,Low,3,5.7
Male,19,,40.56,96.58,60.7,96.55,1.7,77.97,7.2,High,7,4.6
Male,20,58.05,98.58,59.76,,54.48,3.01,55.7,23.6,Medium,9,6.3
Female,20,99.02,77.46,64.25,60.89,80.78,2.27,96.67,23,Medium,5,6.3
Female,20,,49.11,94.47,73.96,67.11,6.23,77.43,8.6,Medium,6,5.4
Male,21,87.67,42.81,71.6,87.11,53.54,5.85,96.19,10.8,Medium,5,5.6
Female,24,,72.29,73.97,60.93,60.69,5.98,90.85,5.4,Low,3,7.8
Male,21,88.17,54.09,50.57,55.65,81.4,1.89,59.58,27.2,Low,3,7.2
Female,21,,58.07,69.92,,51.41,7.92,56.62,11.1,Low,4,5.1
Female,20,83.59,54.71,95.09,99.19,79.61,4.34,93.06,28.2,High,5,8.7
Male,19,64.6,79.01,73.52,80.04,97.84,4.72,76.81,19.3,Medium,7,5.5
Female,20,,73.21,55.31,84.55,89.75,9.97,50.99,15.6,Medium,9,6.7
Male,18,55.52,44.68,41.87,78.06,67.28,2.82,96.71,5.2,High,5,6.9
Male,19,73.58,71.59,60.18,89.12,56.91,3.94,73.65,7.3,Medium,2,5.1
Male,21,,87.47,74.36,98.79,73.25,6.76,65.05,9,Low,9,5.5
Female,23,67.45,44.87,42.56,77.21,69.65,8.8,75.83,7.6,High,5,6.4
Male,23,58.13,93.38,76.59,,98.59,1.27,91.15,11.4,Low,6,5.3
Male,24,61.5,74.7,71.4,93.02,99.49,7.35,55.51,8.9,Low,9,5.5
Female,22,53.83,97.04,87.01,98.49,70.53,9.18,67.95,21.6,Low,4,7.1
Female,24,96,48.89,41.73,56.46,57.44,4.23,65.94,12.4,Medium,3,7.7
Female,19,76.52,99.61,86.85,78.91,95.53,2.87,91.98,23,High,4,8
Female,21,69.84,78.66,71.25,,89.68,6.78,88.92,8.4,Medium,8,4.6
Female,19,,74.05,62.23,76.67,75.56,2.46,70.01,10.2,Medium,7,7.7
Female,19,81.41,70.92,97.92,70.46,68.27,3.84,83.22,24.7,Medium,7,8.7
Male,23,,41.42,49.61,82.76,72.41,8.97,69.72,20.9,Medium,1,6.9
Female,20,58.93,96.38,72.48,63.51,95.09,5.9,78.57,7.4,Medium,2,7
Male,18,64.78,78.64,59.26,67.46,59.23,0.95,99.56,29,Low,3,8.8
Female,22,98.79,45.5,71.65,99.61,90.34,3.3,76.78,24.1,Low,1,8.3
Male,21,,41.26,73.14,81.82,50.91,6.27,99.43,18.8,Low,9,6.8
Male,19,51.13,43.05,45.37,93.65,96.03,4.81,87.36,13.6,Medium,9,7.8
Female,22,57.38,76.56,79.67,90.39,75.01,6.6,56.04,7.3,Medium,5,4.9
Female,19,51.32,76.84,78.07,82.61,61.34,7.61,89.8,14,Medium,4,6.1
Male,23,99.5,69.98,86.17,92.04,50.14,4.81,58.06,13.1,Low,3,7.6
Female,18,63.94,58.41,45.44,64.36,77.98,9.87,76.62,7,Low,9,5.4
Female,23,96.18,71.9,57.84,81.86,62.22,9.15,80.66,24.6,Medium,2,6.3
Male,22,99.79,70.98,79.01,79.53,81.56,0.6,94.61,15.4,Low,8,4.9
Male,21,79.99,41.16,48.2,81.12,64.06,2.66,60.52,27.2,Medium,7,8.5
Male,19,51.66,56.95,80.66,58.43,54.4,3.01,93.8,8.9,High,2,8.5
Female,18,,43.19,43.54,63.86,75.25,1.84,96.72,12.9,Low,3,6.4
Female,23,74.08,94.01,60.1,64.33,78.22,3.12,54.47,12,Low,2,5
Female,22,70.31,83.51,90.8,80.1,72.63,4.25,94.26,26.6,High,3,7.4
Female,23,80.31,99.77,86.46,98.63,72.9,0.52,62.96,17.7,Low,4,5.1
Male,19,71.94,58.13,78.69,97.7,79.48,1.27,54.05,8.5,High,5,5.1
Female,19,,92.71,92.23,61.36,76.32,0.96,97.93,13.9,High,2,8.9
Male,21,76.74,76.18,82.56,65.24,56.63,0.46,69.61,28.6,Medium,7,4.5
Female,18,84.69,67.19,71.16,51.8,59.85,4.81,81.15,18.8,Medium,4,5.9
Female,20,,53.35,98.78,69.94,57.09,3.34,77.64,5.9,Low,1,6.8
Male,23,,84.3,81.69,91.73,84.66,9.35,60.66,6.4,Low,4,4.5
Female,19,61.49,94.25,76.08,95.79,76.43,1.03,83.48,10.9,Medium,9,4.2
Female,22,55.37,54.12,64.53,61.82,71.49,9.26,52.31,20.5,Medium,5,6.7
Male,23,56.98,50.52,94.14,63.29,89.92,0.87,60.15,11.1,High,2,4.6
Female,21,75.63,81.77,57.74,61.04,66.29,6.19,97.23,26.3,Medium,6,5.3
Male,21,66.06,98.62,40.55,67.51,78.41,2.48,97.68,20.7,Medium,7,6.5
Male,19,,85,51.8,90.24,53.72,8.27,74.13,12.5,Low,2,5.7
Male,19,99.12,57.07,46.57,82.34,87.22,0.61,58.45,14.8,Medium,10,7.6
Male,19,57.84,65.2,59.14,89.3,84.76,9.53,71.08,14.4,Low,2,8.8
Female,24,77.04,63.06,89.55,,90.12,0.47,93.85,12.9,Medium,10,7.8
Female,20,54.94,91.13,79.09,62.89,94.22,2.41,53.51,20.7,High,3,9
Female,19,65.92,86.28,50.14,61.4,87.9,4.64,56.39,10,Medium,10,5.9
Male,23,,75.34,87.33,50.45,92.22,7.56,94.78,12.3,Low,4,5.5
Female,23,97.33,56.5,70.25,89.05,67.28,9.51,70.77,7.1,Medium,5,5.1
Female,24,69.56,96.28,70.76,92.36,67.17,4.28,54.17,14.4,High,3,8.4
Female,24,53.25,79.2,61.73,88.41,97.22,7.57,56.96,6.6,Medium,4,5.9
Female,18,69.41,98.23,91.88,53.72,95.73,7.27,94.12,5.4,Medium,7,7.6
Male,22,,74.81,59.1,88.11,77.42,5.71,74.51,21.1,Medium,6,7.4
Male,19,61.5,89.27,45.65,52.29,68.33,6.91,58.15,9.1,High,2,4.3
Female,23,80.9,88.79,58.16,55.28,93.3,0.38,94.7,5.9,Low,7,8.4
Male,24,53.37,60.24,82.92,72.02,66.17,4.42,92.26,6.7,High,2,6.4
Female,23,73.24,97.84,79.45,73.81,57.68,7.86,51.15,10,High,3,5.1
Female,23,80.47,41.32,51.28,90.81,81.97,4.74,79.05,23,Medium,1,8.9
Female,24,71.09,86.12,46.71,83.98,52.13,8.74,62.22,5.3,Medium,6,7.8
Male,20,50.96,97.93,79.65,,68.96,8.34,76.66,23.2,High,10,7.1
Female,24,,60.33,80.58,61.31,90.38,8.63,63.96,19.9,High,4,8.9
Male,24,68.36,78.89,61.97,64.28,64.76,1.3,65.79,17.8,High,9,7.8
Male,22,,73.73,90.57,56.18,96.57,2.44,80.09,27.7,Medium,4,4.6
Female,24,66.28,85.69,98.69,,97.79,0.3,76.94,25.7,Low,10,9
Male,21,73.75,91.97,52.34,86.43,90.79,9.83,69.76,15.5,Low,6,7
Male,24,69.42,76.18,74.62,62.07,99.38,2.36,55.38,5.2,High,8,5.5
Female,23,67.13,88.95,40.32,91.77,76.54,3.67,98.47,22.8,Medium,5,8.1
Male,19,51.09,58.74,82.78,73.48,78.46,2.75,58.73,6.2,Low,3,4.2
Male,23,68,53.72,64.86,66.15,91.81,0.4,81.66,12,Low,9,7.3
Female,22,94.47,65.84,51.6,70.62,74.64,2.61,54.14,17.3,Low,3,4.8
Female,21,84.52,80.66,85.13,,70.34,0.98,84.42,7.5,Low,9,4.4
Male,24,57.27,51.23,88.64,75.84,80.74,3.94,54.74,22,High,2,5.8
Female,20,79.56,80.82,46.67,50.36,82.88,9.67,61.48,13,High,8,5.8
Female,18,94.61,63.65,42.46,96.12,87.54,6.98,82.35,14,High,6,7
Male,24,85,87.73,60.04,53.3,83.41,7.07,64.15,21.2,Low,9,6.8
Male,19,57.43,42.21,77.56,96.93,87.29,4.53,76.64,15,Low,5,7.4
Female,18,,80.08,87.61,,83.73,8.11,56.23,10.6,Low,4,4.9
Male,20,65.08,78.99,72.76,,74.02,9.08,60.12,9.4,Low,2,8.4
Female,22,72.7,96.46,74.84,76.73,56.75,9.62,86.69,23.1,Low,1,8.3
Female,22,76.31,82.8,87.99,75.29,89.27,0.99,51.76,23.8,High,4,5.1
Male,20,,87.78,71.73,53.64,51.54,8.8,55.59,9.9,High,8,6.4
Male,23,96.58,94.28,76.67,61.94,99.63,2.25,60.75,13,Low,10,6.4
Female,20,96.48,80.5,70.97,88.88,91.42,3.97,51.01,28.9,Low,9,8.6
Female,24,50.4,57.41,92.83,,83.55,3.45,54.77,29.6,Low,1,8.5
Female,19,96.09,92.19,54.13,76.46,98.33,6.75,64.07,19.6,Medium,2,4.3
Female,21,52.72,84.85,55.84,67.67,80.62,5.98,54.65,23.9,Medium,3,8.8
Male,24,63.29,65.47,47.68,53,52.82,1.09,93.31,23.7,Medium,8,4.3
Female,24,75.75,82.63,89.17,84.11,77.97,7.83,53.3,14.9,High,9,6.7
Male,24,74,92.06,64.71,63.92,63.86,4.4,93.05,6.2,Low,3,5.6
Male,18,80.24,98.54,60.87,52.75,68.47,0.02,91.14,23.5,Low,4,6
Female,18,73.97,97.14,98.88,83.29,72.98,4.15,55.04,8.4,Low,8,7.1
Male,22,96.72,59.52,95.61,74.29,88.73,5.16,51.26,12.3,Low,3,6.9
Male,24,62.03,65.3,98.32,,75.15,0.69,52.5,12.9,Medium,6,4.8
Female,23,63.7,46.57,48.54,55.55,73.73,1.51,79.52,13.7,Low,1,8.8
Male,22,96.04,54.85,93.48,84.96,65.1,9.94,83.52,16.6,Medium,7,4.1
Male,19,,92.95,59.72,53.18,76.99,8.71,81.03,17.5,Medium,5,5.7
Female,20,80.48,61.65,40.76,93.3,62.42,1.33,77.07,17.1,Medium,4,8
Female,18,84.09,77.23,63.48,65.57,63.05,5.8,58.73,9.1,Low,8,8.3
Female,24,75.28,79.96,70.55,54.43,87.86,3.79,92.05,21.2,Medium,8,8
Female,19,84.71,86.91,46.49,,67.13,5.44,66.38,24.8,Low,7,5.9
Female,22,58.64,50.97,72.26,76.22,52.57,4.71,99.31,16.5,High,1,7.4
Female,22,92.63,58.29,89.17,65.33,67.18,0.48,69.24,26,Medium,10,7.8
Female,18,57,66.9,62.66,70.3,81.93,3.15,63.15,16.1,Low,6,6.9
Male,22,70.04,61.89,61.16,51.07,90.7,1.26,94.71,19.2,Medium,3,7.4
Male,23,53.76,98.97,60.33,,98.1,4.89,78.37,6.7,Low,8,6.8
Female,22,77.26,90.1,95.39,68.29,87.31,9.07,86.09,8.7,Low,10,4.3
Male,21,83.49,68.78,42.93,85.7,71.44,9.96,70.42,24.2,Low,3,5.4
Male,20,97.06,92.76,66.7,81.41,64.96,9.44,94.35,11.2,Low,8,7.5
Female,22,86.97,60.86,55.88,82.56,56.48,9.86,95.89,7.3,High,5,5.2
Male,21,,87.15,93.63,89.64,81.38,0.15,71.84,19.2,Medium,5,6.3
Female,19,96.63,53.42,45.76,81.56,75.49,7.29,62.04,7.4,Low,8,6.7
Male,22,,86.34,64.69,70.94,83.89,2.73,82.38,22.1,Medium,3,7.4
Female,23,78.06,67.39,64.41,69.5,61.86,8.66,97.73,22.2,Medium,4,5.3
Male,19,79.8,46.45,93.3,,66.18,8.14,81.12,16.3,Low,1,7
Male,24,70.5,56.4,52.93,88.97,64.6,4.24,97.71,22.1,Medium,9,7
Male,22,91.92,64.14,78.69,88.06,89.88,4.73,67.19,25,Medium,3,8.2
Female,18,59.26,84.96,48.06,62.31,58.56,2.65,95.75,9.9,Low,8,6.8
Male,21,77.74,44.38,97.24,93.13,80.42,2.89,55.63,21.2,Medium,1,5.5
Male,21,86.11,79.57,75.58,79.45,52.57,9.81,67.94,22.3,High,1,6.6
Female,18,95.2,82.96,77.58,73.93,77.48,8.89,74.72,9.9,Low,6,4.5
Female,20,94.2,79.24,66.03,,53.2,1.92,82.66,23.2,Medium,6,7
Male,24,75.44,85.64,60.54,69.14,58.79,2.76,64.71,23,High,7,8.6
Male,23,,50.69,52.76,82.03,55.65,1.09,96.21,8.9,High,1,6.6
Male,21,69.71,75.23,76.24,54.49,67.34,9.89,95.17,12.9,Medium,3,5.5
Male,19,73.41,96.47,97.27,72.98,67.19,9.07,89.97,28.5,Medium,4,6
Female,23,95.31,76.65,61.59,99.67,91.32,5.52,55.72,6.8,Medium,9,8.5
Male,21,96.54,76.68,92.99,85.83,61.28,6.93,53.91,10.7,High,8,8.1
Male,24,94.77,84.19,48.93,77.34,54.32,7.48,74.91,19.5,Low,4,8
Female,20,56.92,59.99,96.17,76.65,80.18,2.04,88.27,29.2,Medium,10,6.8
Male,24,,82.03,61.03,,84.37,9.35,56.16,11.4,Low,7,6
Male,19,97.42,94.97,62.78,97.87,64.74,5.27,82.07,25.4,Low,9,4.7
Male,24,68.06,40.65,67.77,96.41,80.14,0.92,76.39,14.2,Medium,10,8.9
Female,23,75.93,92.21,83.09,84.12,88.8,3.97,86.3,13.8,Medium,10,4.9
Female,19,88.95,53.12,83.18,54.95,67.38,6.02,71.77,29.9,Low,8,5.3
Male,18,78.1,67.36,68.78,60.39,76.27,3.53,84.66,25.4,Low,5,7.8
Male,22,99.67,91.14,71.39,59.2,57.33,6.99,57.98,11.2,Low,9,5.8
Female,18,72.79,89.43,41.8,75.98,51.18,8.82,60.73,9.6,High,5,6.9
Male,23,85.7,93.52,58.26,60.39,99.07,7.72,95.17,7.1,Medium,3,7.8
Male,22,89.63,96.43,60.76,,64.99,6.43,66.47,17.1,Medium,6,6.8
Female,18,74.71,66.83,73.52,77.26,63.95,5.12,99.28,13.4,High,3,6.5
Female,22,92.85,79.38,73.5,50.88,98.66,2.54,52.31,14.5,Medium,2,4.3
Female,21,77.31,63.43,82.59,87.2,86.41,4.55,74.79,15.8,High,7,6.4
Male,24,70.58,61.04,83.02,59.44,79.26,2.93,66.25,29.8,High,3,6.3
Male,19,55.39,65.9,54.11,91.24,84.97,9.34,99.8,5.1,Low,5,8.4
Male,22,69.67,84.58,86.21,67.75,85.5,9.07,99.5,15.7,Medium,9,6.2
Male,21,86.7,70.09,41.18,66.93,88.17,1.56,61.76,6.6,Medium,4,7.1
Female,24,96.06,88.84,82.97,50.59,53.36,8.23,63.36,21.8,Medium,9,7.9
Male,24,62.58,84.71,46.12,99.39,70.64,7.03,87.48,6.3,Medium,6,6.3
Male,20,67.76,41.23,83.78,80.6,64.76,9.75,94.48,24.2,Low,3,5.3
Female,18,,77.81,71.63,71.14,53.53,4.63,83.18,26.7,High,1,8.5
Female,20,84.54,66.19,66.24,54.83,70.63,7.22,93.24,29.3,Low,8,8.5
Male,23,98.01,67.4,81.44,84.96,80.81,5.18,53.16,8,Medium,10,8.5
Female,21,82.05,89.1,42.18,64.14,58.92,0.69,82.03,29.5,Low,4,5.4
Female,20,80.85,72.86,53.41,99.41,65.25,0.47,85.01,15.3,Medium,6,5.6
Male,20,77.67,93.14,76.99,97.53,81.96,1.22,59.52,20.8,High,2,8.6
Male,24,54.42,82.77,90.83,86.76,78.97,2.96,88.9,5,Medium,4,4.6
Male,21,,73.17,62.87,98.55,93.44,2.59,97.21,14.3,Medium,8,7.3
Male,24,80.1,85.27,55.53,55.28,89.56,7.28,94.9,13.8,Low,2,5.5
Female,19,83.07,42.3,71.12,,98.28,7.16,62.25,17.6,Medium,6,7.6
Female,22,94.94,41.63,77.34,62.66,79.86,9.71,66.2,8.3,High,2,8.2
Male,23,89.2,45,65.21,53.6,84.92,3.1,74.98,22.3,High,8,6
Male,23,89.05,66.25,92.6,98.61,93.03,9.38,57.92,19.9,Medium,3,4.8
Female,18,,54.13,71.41,53,92,6.13,97.7,10.3,Medium,9,7.7
Male,24,99.5,99.06,42.15,92.83,85.94,4.95,58.08,29.6,Low,6,4.3
Male,22,79.06,72.54,53.38,88.41,75.01,6.68,88.07,5.1,Medium,3,4.1
Male,18,55.44,79.74,67.04,68.79,63.66,7.03,67.07,13.4,Medium,2,8.4
Male,23,,56.73,81.86,50.94,93.86,1.72,78.69,11.5,Low,8,8.1
Female,22,89.38,59.31,53.19,50.3,88.83,7.52,52.36,19,High,4,6.9
Male,20,51.39,60.13,98.58,60.2,91.9,7.25,60.25,27.2,Medium,8,7.3
Female,19,52.84,81.92,59.11,74.69,57.04,9.98,72.22,21.4,Medium,7,8.8
Male,20,53.36,68.42,71.95,72.9,65.74,9.12,83.86,6.2,Low,2,4.3
Male,19,86.55,71.06,41.14,79.26,71.24,6.85,88.88,26.6,Low,7,5.1
Female,24,,75.52,93.09,,91.92,7.12,51.51,11.6,Medium,4,7.6
Male,21,68.44,86.13,87.33,68.87,94.64,9.46,57.62,7.8,Medium,6,5.3
Female,18,55.28,45.42,51.73,,64.24,9.67,86.49,15.8,Medium,8,5
Male,18,,86.61,95.99,90,84.32,8.27,90.65,27.5,Low,9,6.2
Male,21,66.05,73.79,58.95,66.63,53.89,7.67,61.83,5.9,Medium,4,7.6
Male,22,63.27,80.15,81.53,64.34,70.48,1.11,61.48,20.6,Medium,3,5.1
Male,21,82.62,59.65,89.14,88.22,74.33,8.3,54.4,13.3,Medium,2,6.1
Male,24,77.95,64.56,84.45,96.71,88.28,2.53,57.51,20.6,Medium,4,6.6
Female,23,68.12,53.87,95.05,95.75,94.6,5.64,50.4,11.7,Medium,2,4.9
Female,21,82.07,98.76,91.86,56.87,66.86,4.05,79.49,29.2,High,3,6.4
Male,19,,69.82,99.68,,76.39,3.46,95.19,7.8,High,1,8.3
Male,23,89.74,99.76,50.96,54.64,82.37,3.1,57.48,8.9,Medium,7,7.7
Female,21,61.47,69.39,58.29,98.05,66.43,8.55,87.57,6.1,Low,6,6.5
Female,18,57.94,53.19,78.17,60.76,99.28,7.69,78.68,24.9,Low,1,4.6
Male,20,89.12,70.45,83.98,59.87,93.79,5.23,97,7.3,Medium,9,4.1
Male,19,85.39,42.38,72.08,94.44,64.82,6.64,89.91,11.9,Low,6,4.3
Female,24,59.13,94.29,44.44,98.39,75.4,9.85,92.64,10.1,Medium,5,7.8
Male,19,55.81,89.11,90.5,84.88,61.54,3.98,81.96,13.8,Medium,1,7.5
Female,22,91.92,83.55,97.65,56.05,75.73,5.51,90.57,24.1,Medium,10,7.7
